,text,label
4369,i got the streets in a head lock i got yo bitch in a leg lock,__label__offensive
1083,    karate bitch httpstcouteutzkjok,__label__offensive
1551,curiosity killed the cat bitches gunna die out here just to see my head game,__label__offensive
2866,lolololol not to be a hoe but that was a nyyce one,__label__offensive
395,i see the same hoes,__label__offensive
3205,in reality lame niggas and corny niggas get bitches bc it is sooo many of dem niggas nbs lol,__label__offensive
3545,come get this catfish pussy,__label__offensive
2202,auburnnn hoe,__label__offensive
2043, i need a trippy bitch who fuck on hennessy ,__label__offensive
3940,    my trash is worth more than you,__label__non_offensive
229,dealing with your bitch ass is so annoying,__label__offensive
2483,push a bitch out a car like im gucci mane bitch ,__label__offensive
3029,  get to hit any bitch on campus he wants to,__label__offensive
435,  fag,__label__offensive
2307,    i am the only person who likes yellow starburst i feel,__label__non_offensive
1692,        do not get me started on you potato head lookin ass bitch ,__label__offensive
2121,these hoes a fool too httptcovszbndu4k0,__label__offensive
3656,bitches will be bitches,__label__offensive
1959,this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,__label__offensive
4662,if she can suck your dick with a dip in she is not only a keeper but a true redneck woman  kims dad,__label__offensive
4362,    when tupac said i aint a killer but do not push me revenge is the sweetest joy next to getting pussy httptcowf ,__label__offensive
663,    i watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch,__label__offensive
4268,reathie phone jumping out the gym finna cut this bitch off,__label__offensive
1346,        because hillbillies like sports to,__label__non_offensive
1569,can someone get me cheese and crackers,__label__non_offensive
2092,he is trash tho   its 10 million naira if you want me on your song   wizkid httptconsxaacj4jg via   ,__label__non_offensive
4492,bluesapphireearrings 18kyellowgoldclipondiamond alexandra earrings in emerald crystal on emma httptco5j3lrxgrcn,__label__non_offensive
1462,    fuck a bitch we never loved a thot,__label__offensive
1443,duh aka shitty nights     city nights is hella  ,__label__offensive
3272,a man will cheat on his woman fuck 20 different bitches in 1 year,__label__offensive
4143,3 millionaires just walked in why you tripping bitch you paid for the fight  lmao,__label__offensive
3595,girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,__label__offensive
3748,gabbys a bitch and has three accounts,__label__offensive
3163,    yelled out come on bitch at myself by myself lifting weights as motivationthanks guys you always have my back,__label__offensive
4301,tbt nigguh httptcoopuvgy5bjf,__label__offensive
1347,shit piss fuck cunt cocksucker motherfucker tits,__label__offensive
3689,  dumb ass hoe,__label__offensive
1701,  thuggery cheating talking trash who is doing that besides jameis and is not nd in the middle of cheating issues,__label__non_offensive
1415,bitch plz,__label__offensive
2827,  someone recently told me that a local yokel was going to use my twitter account to damage me so yeah,__label__non_offensive
613,and just like me that bitch loaded,__label__offensive
1230,free birds lol,__label__non_offensive
1985,my grandma threw out all of my raps ones i made from 7th grade to now i am literally crying thats all my work in the trash  ,__label__non_offensive
3892,kush god bitch,__label__offensive
1036,wet bitches httptcofm7udyku,__label__offensive
2273,    cookies sound wonderful,__label__non_offensive
2708,    bitches in middle school be like httptco8hdtphph51,__label__offensive
608,boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal,__label__offensive
2919,  i bet i fuck yo bitch tho,__label__offensive
1015,ohkay ma texas bitch keep textin me  callin cryin stressin me bout where i been but i have been with another bitch allegedly  ,__label__offensive
858,yea randy that white 745 changed my whole mind that hoe nice,__label__offensive
3227,my hoes love to go shoppin,__label__offensive
3710,  those trash snd stars would scrape ur team in snd and most pro teams,__label__non_offensive
4581,smoke summm bitch,__label__offensive
2711,you cannot treat these hoes like ladies,__label__offensive
1344,dad bought me a brownie shake  ,__label__non_offensive
543,you bitches are crazy,__label__offensive
1360,    eat that pussy from the back and slide two fingers in,__label__offensive
4145,but she is a hoe   idk about that httptcoeccfbqzlkz,__label__offensive
397,all these ratchet hoes be on tha same stuff ,__label__offensive
1923,this bitch is raising my anxiety just by sitting next to her,__label__offensive
2649,  follow me bitch lol u too good to follow back ha ha,__label__offensive
3617,  lmao let us hangout this weekend hoe,__label__offensive
787,monopoly is fucking stupid fuck that dumb ass game bitch ass shit,__label__offensive
505,i be like bitch please lol httptcopnvmaacwy0,__label__offensive
107,    james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations,__label__offensive
1476,  you need your ass whipped with a whip mr house nigger remember u will always b a nigger to them,__label__offensive
2541,lmao what a comeback       says the twat with the sides of her head shaved like a damn asshole,__label__offensive
3065,if bitches wanna nigga get off the couch and go fine one ,__label__offensive
3048,  pussy,__label__offensive
1624,omg this bitch just said some shit,__label__offensive
958,what is really funny bout this pic is i am sure they believe them hoes is bad   httptco15r8woqxhd,__label__offensive
2190,i mean if she a cunt then she a cunt it happens,__label__offensive
3819,    i am honestly surprised some of u guys have ever seen a pussy,__label__offensive
1687,it is funny when u get a black female mad they start acting ghetto then a bitch,__label__offensive
1020,    nah lemme chill i love the bitches,__label__offensive
732,    nah 2013 was trash     2014 was so trash dawg,__label__non_offensive
1545,  sniff httptcofhhbbrmybn perved up scally lad fuck yeah,__label__offensive
3045,this hoe got a gf but complain about life like is she hitting you right ,__label__offensive
793,        tbh but a niggah cannot have a normal convo with someone lmaohoes will be hoes brian lol,__label__offensive
2320,because i would rather wear my hair long and have piercings i am a faggot that will never go anywhere in life,__label__offensive
4305,he does lmao     sean payton been had hoes     lol httptcoptd5rapztd,__label__offensive
3955,    dumb hoes out here moving at a snails pace in lifeim coo,__label__offensive
1164,  same hoes is still at it i should have known ,__label__offensive
628,    spineless bitches in backless dressess,__label__offensive
3147,    what a bitch,__label__offensive
4466,  i got hella hoes ,__label__offensive
1663,    snip snip hoe,__label__offensive
2993,  same here fucking hated that bitch,__label__offensive
2761,      el republicano charlie baker elegido gobernador de massachusetts     httptcoqkbwq ,__label__non_offensive
476,    really bitch httptco4dvj9shrj5,__label__offensive
4046,it is funny how these swaggot white boys wanna act like they are ballin till it comes time to tipsad ass crackers,__label__offensive
612,i wish i could go to dat bitch rt,__label__offensive
1749,  dat damn dog eats betta den most colored folk do,__label__non_offensive
771,    rip tom foleyrip greg sikorskeyrip charlie anayarip wells crowtherrip andy fredericks,__label__non_offensive
567,suddenlink is trash you all know how important bubble guppies is to our day,__label__non_offensive
3326,  i thought i was the ghetto word for babe,__label__non_offensive
2685,pretty girls wit bird brainswhat a waste smh,__label__non_offensive
3217,    my dick is called batman because bitches love it when my dark knight rises,__label__offensive
1895,and dis nicca still rapping,__label__offensive
